step,image,energy_eV,rel_to_image0_eV
846,1,-179258.82655196526,406.4348468553799
846,2,-179265.4605091997,399.8008896209358
846,3,-179389.01944081142,276.2419580092246
846,4,-179420.86375456012,244.39764426051988
846,5,-179369.38397783026,295.8774209903786
847,0,-179665.26139882064,0.0
847,1,-179270.64476659827,394.6166322223726
847,2,-179306.02621596135,359.2351828592946
847,3,-179395.03080264723,270.23059617340914
847,4,-179416.6689757414,248.59242307924433
847,5,-179397.3063982426,267.9550005780475
848,0,-179665.26139882064,0.0
848,1,-179225.66336282968,439.59803599095903
848,2,-179288.485515298,376.7758835226414
848,3,-179367.74211891266,297.5192799079814
848,4,-179437.16974509525,228.09165372539428
848,5,-179392.07487012135,273.1865286992979
849,0,-179665.26139882064,0.0
849,1,-179154.85575546627,510.40564335437375
849,2,-179267.11832806273,398.14307075791294
849,3,-179399.46865056496,265.7927482556843
849,4,-179412.38833460218,252.87306421846733
849,5,-179381.85928954586,283.4021092747862
850,0,-179665.26139882064,0.0
850,1,-179022.7149265757,642.5464722449542
850,2,-179231.8949772125,433.3664216081379
850,3,-179395.13217880533,270.12922001531115
850,4,-179371.54171656302,293.7196822576225
850,5,-179387.43973224986,277.8216665707878
851,0,-179665.26139882064,0.0
851,1,-179114.12014978586,551.1412490347866
851,2,-179101.2985215084,563.9628773122386
851,3,-179366.58289226805,298.678506552591
851,4,-179381.41370118238,283.84769763826625
851,5,-179387.34927481966,277.9121240009845
852,0,-179665.26139882064,0.0
852,1,-179157.89454983317,507.366848987469
852,2,-179109.32883986208,555.9325589585642
852,3,-179343.52171380026,321.7396850203804
852,4,-179362.33281599067,302.9285828299762
852,5,-179413.10471367248,252.15668514816207
853,0,-179665.26139882064,0.0
853,1,-179223.63669182805,441.6247069925885
853,2,-179202.4310794142,462.8303194064356
853,3,-179330.62063809249,334.64076072815806
853,4,-179441.5237449253,223.73765389533946
853,5,-179414.4838158846,250.7775829360471
854,0,-179665.26139882064,0.0
854,1,-179181.78642677926,483.474972041382
854,2,-179291.74193100276,373.5194678178814
854,3,-179253.2985307345,411.9628680861497
854,4,-179424.99445071127,240.26694810937624
854,5,-179405.10321341868,260.1581854019605
855,0,-179665.26139882064,0.0
855,1,-179150.80894131103,514.4524575096148
855,2,-179358.41790163133,306.8434971893148
855,3,-179260.1076084546,405.1537903660501
855,4,-179425.68443954544,239.576959275204
855,5,-179393.29463334312,271.96676547752577
856,0,-179665.26139882064,0.0
856,1,-179183.15311121414,482.10828760650475
856,2,-179356.20755287175,309.0538459488889
856,3,-179360.12880704258,305.1325917780632
856,4,-179446.04795403845,219.21344478218816
856,5,-179413.2980480813,251.96335073933005
857,0,-179665.26139882064,0.0
857,1,-179198.3752376635,466.88616115713376
857,2,-179324.1082013211,341.15319749954506
857,3,-179311.14833609192,354.11306272872025
857,4,-179434.53413614936,230.7272626712802
857,5,-179369.4358982117,295.82550060894573
858,0,-179665.26139882064,0.0
858,1,-179177.80741383598,487.4539849846624
858,2,-179334.88384926444,330.3775495562004
858,3,-179288.19096441497,377.07043440567213
858,4,-179424.44446885434,240.81692996629863
858,5,-179407.005210613,258.2561882076552
859,0,-179665.26139882064,0.0
859,1,-179223.493762259,441.76763656164985
859,2,-179315.0520991686,350.2092996520514
859,3,-179337.2283651344,328.0330336862535
859,4,-179424.2588345383,241.00256428233115
859,5,-179435.9246294601,229.33676936055417
860,0,-179665.26139882064,0.0
860,1,-179232.78702738855,432.4743714320939
860,2,-179269.03124545928,396.2301533613645
860,3,-179346.1735793689,319.08781945175724
860,4,-179437.8788549652,227.38254385543405
860,5,-179421.49536298355,243.7660358370922
861,0,-179665.26139882064,0.0
861,1,-179336.81100881746,328.450390003185
861,2,-179327.2929451723,337.9684536483546
861,3,-179360.32920686758,304.932191953063
861,4,-179444.81886793507,220.4425308855716
861,5,-179424.89910861268,240.362290207966
862,0,-179665.26139882064,0.0
862,1,-179277.4162958656,387.84510295503424
862,2,-179336.56514861927,328.69625020137755
862,3,-179347.60461520182,317.65678361881874
862,4,-179446.97844409535,218.28295472529135
862,5,-179425.63906510582,239.6223337148258
863,0,-179665.26139882064,0.0
863,1,-179278.03323774398,387.22816107666586
863,2,-179261.53611497613,403.7252838445129
863,3,-179316.51133487263,348.7500639480131
863,4,-179434.17572886244,231.0856699582073
863,5,-179412.5070616309,252.75433718974818
864,0,-179665.26139882064,0.0
864,1,-179208.49357264617,456.76782617447316
864,2,-179297.21592036937,368.04547845126945
864,3,-179294.8013116433,370.46008717734367
864,4,-179422.47003874223,242.79136007840862
864,5,-179425.95312725301,239.30827156762825
865,0,-179665.26139882064,0.0
865,1,-179195.90382076034,469.3575780602987
865,2,-179304.548508275,360.71289054563385
865,3,-179251.42774558938,413.8336532312678
865,4,-179416.62779373312,248.6336050875252
865,5,-179408.0257764864,257.2356223342358
866,0,-179665.26139882064,0.0
866,1,-179256.69195498602,408.5694438346254
866,2,-179238.1379452453,427.12345357533195
866,3,-179282.86521764682,382.39618117382633
866,4,-179397.9742641744,267.28713464623434
866,5,-179386.47246115145,278.7889376691892
867,0,-179665.26139882064,0.0
867,1,-179239.46214068527,425.79925813537557
867,2,-179258.75436608618,406.50703273445833
867,3,-179312.06535919858,353.1960396220675
867,4,-179391.02822937912,274.23316944151884
867,5,-179385.1308397162,280.13055910443654
868,0,-179665.26139882064,0.0
868,1,-179131.65110006795,533.6102987526974
868,2,-179261.5926938054,403.66870501523954
868,3,-179393.54819609417,271.71320272647426
868,4,-179378.00222232196,287.25917649868643
868,5,-179408.77519127357,256.4862075470737
869,0,-179665.26139882064,0.0
869,1,-179196.4260500757,468.8353487449349
869,2,-179261.6085155033,403.65288331735064
869,3,-179425.56726684017,239.6941319804755
869,4,-179387.34096622412,277.92043259652564
869,5,-179402.83625482177,262.42514399887295
870,0,-179665.26139882064,0.0
870,1,-179217.2833896052,447.97800921543967
870,2,-179263.53611843495,401.72528038569726
870,3,-179402.2253138702,263.0360849504359
870,4,-179411.08353357797,254.17786524267285
870,5,-179408.61313325583,256.6482655648142
871,0,-179665.26139882064,0.0
871,1,-179159.05291615977,506.20848266087705
871,2,-179299.61704968708,365.6443491335667
871,3,-179388.94920898473,276.3121898359095
871,4,-179423.6968367626,241.56456205804716
871,5,-179403.2433181496,262.01808067105594
872,0,-179665.26139882064,0.0
872,1,-179125.5180123494,539.7433864712366
872,2,-179226.13184344713,439.1295553735108
872,3,-179350.54882764316,314.7125711774861
872,4,-179432.1635948276,233.09780399303418
872,5,-179413.5557419832,251.70565683743916
873,0,-179665.26139882064,0.0
873,1,-179091.7586721893,573.5027266313555
873,2,-179299.4137421817,365.8476566389436
873,3,-179352.0542300022,313.20716881845146
873,4,-179428.26252016163,236.9988786590111
873,5,-179410.84927260247,254.4121262181725
874,0,-179665.26139882064,0.0
874,1,-179146.16444463516,519.0969541854865
874,2,-179345.92715109044,319.3342477302067
874,3,-179389.43175951403,275.8296393066121
874,4,-179414.84007387786,250.42132494278485
874,5,-179398.77028609326,266.4911127273808
875,0,-179665.26139882064,0.0
875,1,-179239.2264207632,426.03497805743245
875,2,-179333.05888359997,332.202515220677
875,3,-179374.57443514504,290.6869636756019
875,4,-179392.43402935346,272.8273694671807
875,5,-179382.71854346938,282.5428553512611
876,0,-179665.26139882064,0.0
876,1,-179333.56994672937,331.69145209126873
876,2,-179214.45294765852,450.8084511621273
876,3,-179346.2529338094,319.0084650112549
876,4,-179327.80307015884,337.4583286617999
876,5,-179388.27288135045,276.98851747019216
877,0,-179665.26139882064,0.0
877,1,-179271.58906180126,393.6723370193795
877,2,-179283.4973124494,381.7640863712295
877,3,-179417.70221671308,247.559182107565
877,4,-179359.04156627445,306.2198325461941
877,5,-179413.04995162066,252.2114471999812
878,0,-179665.26139882064,0.0
878,1,-179270.7627885595,394.4986102611292
878,2,-179344.39044576843,320.8709530522174
878,3,-179414.38069857444,250.8807002461981
878,4,-179386.4388350576,278.8225637630385
878,5,-179405.23575523755,260.0256435830961
879,0,-179665.26139882064,0.0
879,1,-179228.34023306164,436.9211657590058
879,2,-179370.42330870128,294.83809011935955
879,3,-179420.51465567652,244.74674314411823
879,4,-179359.11869884093,306.1426999797113
879,5,-179397.99045396034,267.2709448602982
880,0,-179665.26139882064,0.0
880,1,-179239.9027076273,425.358691193338
880,2,-179327.02574145712,338.23565736351884
880,3,-179417.58963528785,247.671763532795
880,4,-179348.12901709095,317.1323817296943
880,5,-179390.87847275106,274.3829260695784
881,0,-179665.26139882064,0.0
881,1,-179308.91077413945,356.3506246811885
881,2,-179325.1203124564,340.14108636425226
881,3,-179310.68120420998,354.5801946106658
881,4,-179307.805430449,357.45596837165067
881,5,-179396.45479960553,268.8065992151096
882,0,-179665.26139882064,0.0
882,1,-179328.9081787523,336.35322006835486
882,2,-179366.59548085483,298.66591796581633
882,3,-179317.7264151102,347.53498371044407
882,4,-179341.6580701586,323.60332866205135
882,5,-179414.16257725013,251.0988215705147
883,0,-179665.26139882064,0.0
883,1,-179163.57834501794,501.68305380269885
883,2,-179378.13036048546,287.1310383351811
883,3,-179427.40109552495,237.86030329568894
883,4,-179368.81746162404,296.4439371966
883,5,-179399.40857408388,265.8528247367649
884,0,-179665.26139882064,0.0
884,1,-179175.90817065936,489.3532281612861
884,2,-179365.5340566211,299.7273421995342
884,3,-179441.80327220826,223.45812661238597
884,4,-179336.45111224393,328.81028657671413
884,5,-179373.37098309727,291.8904157233774
885,0,-179665.26139882064,0.0
885,1,-179154.94065944306,510.32073937758105
885,2,-179329.4193994342,335.84199938643724
885,3,-179437.42131009558,227.84008872506092
885,4,-179351.4835445445,313.77785427615163
885,5,-179405.06521006284,260.19618875780725
886,0,-179665.26139882064,0.0
886,1,-179037.45869589245,627.8027029281948
886,2,-179332.17729158618,333.08410723446286
886,3,-179418.5134815099,246.7479173107422
886,4,-179307.86038089244,357.40101792820496
886,5,-179412.72220444624,252.53919437440345
887,0,-179665.26139882064,0.0
887,1,-178972.1453723645,693.1160264561477
887,2,-179328.70086474644,336.56053407420404
887,3,-179392.67952359532,272.58187522532535
887,4,-179354.37878876025,310.882610060391
887,5,-179395.30148269353,269.95991612711805
888,0,-179665.26139882064,0.0
888,1,-179097.9054775955,567.3559212251566
888,2,-179341.86741066413,323.39398815651657
888,3,-179442.489626175,222.7717726456467
888,4,-179353.12775982477,312.1336389958742
888,5,-179389.3219995892,275.939399231429
889,0,-179665.26139882064,0.0
889,1,-179148.34612054832,516.9152782723249
889,2,-179376.25051440988,289.0108844107599
889,3,-179415.75321264268,249.50818617796176
889,4,-179296.0953915659,369.16600725473836
889,5,-179412.87308537343,252.38831344721257
890,0,-179665.26139882064,0.0
890,1,-179198.97652910193,466.2848697187146
890,2,-179373.57347770323,291.68792111740913
890,3,-179405.05763367182,260.2037651488208
890,4,-179383.8404203785,281.4209784421546
890,5,-179383.62583258044,281.63556624020566
891,0,-179665.26139882064,0.0
891,1,-179134.90211093513,530.3592878855125
891,2,-179350.34268513846,314.9187136821856
891,3,-179404.40173127042,260.85966755021946
891,4,-179393.96222215574,271.29917666490655
891,5,-179401.8555318585,263.40586696212995
892,0,-179665.26139882064,0.0
892,1,-179143.086004929,522.1753938916372
892,2,-179377.56689058468,287.6945082359598
892,3,-179359.58804039872,305.67335842191824
892,4,-179361.6676809037,303.59371791695594
892,5,-179430.54256068455,234.7188381360902
893,0,-179665.26139882064,0.0
893,1,-179127.9647380038,537.2966608168499
893,2,-179363.99905089109,301.262347929558
893,3,-179379.7427823134,285.5186165072373
893,4,-179386.3488973595,278.9125014611345
893,5,-179441.69038747216,223.571011348482
894,0,-179665.26139882064,0.0
894,1,-179247.51469453977,417.7467042808712
894,2,-179324.50075136535,340.76064745528856
894,3,-179376.10549104642,289.15590777422767
894,4,-179390.79879063313,274.4626081875176
894,5,-179439.13326298565,226.1281358349952
895,0,-179665.26139882064,0.0
895,1,-179255.95761650565,409.30378231499344
895,2,-179312.54551088635,352.71588793428964
895,3,-179394.61493716712,270.64646165352315
895,4,-179373.17768204235,292.08371677828836
895,5,-179456.24390154323,209.01749727741117
896,0,-179665.26139882064,0.0
896,1,-179242.36584736666,422.8955514539848
896,2,-179326.3765136157,338.88488520495594
896,3,-179407.98582196736,257.27557685328065
896,4,-179419.47004888847,245.79134993217303
896,5,-179460.51681341403,204.74458540661726
897,0,-179665.26139882064,0.0
897,1,-179216.8572696699,448.404129150731
897,2,-179274.79881689767,390.46258192296955
897,3,-179359.95857272504,305.30282609560527
897,4,-179410.40402099682,254.85737782382057
897,5,-179467.01100948435,198.2503893362882
898,0,-179665.26139882064,0.0
898,1,-179317.5252217579,347.73617706273217
898,2,-179320.14865179575,345.11274702489027
898,3,-179361.4723426869,303.7890561337408
898,4,-179416.7930019271,248.46839689355693
898,5,-179464.53187118267,200.72952763797366
899,0,-179665.26139882064,0.0
899,1,-179250.0965515032,415.16484731744276
899,2,-179386.23848421653,279.02291460410925
899,3,-179291.56620313085,373.6951956897974
899,4,-179402.83391060686,262.42748821378336
899,5,-179454.35154058842,210.90985823221854
900,0,-179665.26139882064,0.0
900,1,-179237.63671826274,427.6246805578994
900,2,-179384.17013396285,281.09126485779416
900,3,-179313.47584163657,351.78555718407733
900,4,-179419.41791499854,245.8434838221001
900,5,-179457.10023043797,208.16116838267772
901,0,-179665.26139882064,0.0
901,1,-179279.68489831183,385.57650050881784
901,2,-179370.4273530839,294.83404573673033
901,3,-179381.29023602928,283.9711627913639
901,4,-179416.73532456622,248.52607425441965
901,5,-179464.19435067096,201.06704814967816
902,0,-179665.26139882064,0.0
902,1,-179180.4186188186,484.8427800020436
902,2,-179397.26195943827,267.99943938237266
902,3,-179396.19190357925,269.06949524139054
902,4,-179361.8847592386,303.3766395820421
902,5,-179473.543383563,191.7180152576475
903,0,-179665.26139882064,0.0
903,1,-178573.7548903703,1091.506508450344
903,2,-179372.36216268293,292.8992361377168
903,3,-179325.17930994544,340.08208887520595
903,4,-179406.39130670798,258.8700921126583
903,5,-179474.05513627644,191.20626254420495
904,0,-179665.26139882064,0.0
904,1,-178088.53876132632,1576.7226374943275
904,2,-179179.51714550453,485.74425331610837
904,3,-179304.26998178853,360.99141703211353
904,4,-179441.89629470542,223.36510411521886
904,5,-179463.4943745777,201.76702424293035
905,0,-179665.26139882064,0.0
905,1,-177775.58567557397,1889.675723246677
905,2,-179311.19112189172,354.07027692892007
905,3,-179287.0934718974,378.16792692325544
905,4,-179467.71211933205,197.54927948859404
905,5,-179469.9486883718,195.3127104488376
906,0,-179665.26139882064,0.0
906,1,-177514.3126107518,2150.9487880688393
906,2,-179311.50410331087,353.7572955097712
906,3,-179304.220381023,361.04101779763005
906,4,-179453.88916352898,211.37223529166658
906,5,-179469.8434132991,195.41798552154796
907,0,-179665.26139882064,0.0
907,1,-178032.31939254727,1632.9420062733698
907,2,-179379.94091309264,285.32048572800704
907,3,-179296.15412106158,369.1072777590598
907,4,-179447.00976023395,218.25163858669112
907,5,-179474.3623567142,190.89904210643726
908,0,-179665.26139882064,0.0
908,1,-178046.80986242715,1618.4515363934916
908,2,-179352.7172450325,312.5441537881561
908,3,-179311.85130236403,353.4100964566169
908,4,-179451.1424911375,214.1189076831506
908,5,-179466.66919122447,198.59220759617165
909,0,-179665.26139882064,0.0
909,1,-178301.86914548106,1363.3922533395817
909,2,-179313.47091459465,351.7904842259886
909,3,-179342.8942948519,322.36710396874696
909,4,-179439.73053301324,225.53086580740637
909,5,-179455.76052762428,209.5008711963601
910,0,-179665.26139882064,0.0
910,1,-178773.34978843378,891.9116103868582
910,2,-179265.28918341355,399.9722154070914
910,3,-179321.09598030619,344.165418514458
910,4,-179432.38323848555,232.87816033509444
910,5,-179452.72453797644,212.5368608442077
911,0,-179665.26139882064,0.0
911,1,-178865.83892790947,799.4224709111731
